Source,Target,Type,Name,Year,Partnerhip Type,Weight
32,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
32,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,3,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,13,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
3,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,1,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
13,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,51,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
1,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,52,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
51,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,48,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
52,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,49,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
48,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,50,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
49,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,25,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
50,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,5,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
25,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,14,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
5,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,6,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
14,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,26,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
6,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,12,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
26,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,2,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
12,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
2,15,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
2,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
2,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
2,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
2,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
2,28,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
2,4,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
2,29,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
2,31,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
15,11,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
15,32,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
15,8,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
15,17,Undirected,UN-WATER,1997,Coordinated activity,0.002150538
